"STATION","NAME","DATE","AWND","DAPR","EVAP","MDPR","MNPN","MXPN","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WSFI","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11"
"USC00263512","HAWTHORNE, NV US","2014-08-07",,,,,,,,"0.15",,,,"88","57",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-08",,,,,,,,"0.00",,,,"92","65",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-09",,,,,,,,"0.00",,,,"95","64",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-10",,,,,,,,"0.00",,,,"96","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-11",,,,,,,,"0.00",,,,"85","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-12",,,,,,,,"0.00",,,,"95","66",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-13",,,,,,,,"0.00",,,,"96","68",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-14",,,,,,,,"0.00",,,,"94","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-15",,,,,,,,"0.00",,,,"91","60",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-16",,,,,,,,"0.00",,,,"96","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-17",,,,,,,,"0.00",,,,"95","61",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-18",,,,,,,,"0.00",,,,"94","61",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-19",,,,,,,,"0.00",,,,"94","63",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-20",,,,,,,,"0.00",,,,"92","65",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-21",,,,,,,,"0.00",,,,"92","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-22",,,,,,,,"0.00",,,,"91","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-23",,,,,,,,"0.00",,,,"83","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-24",,,,,,,,"0.00",,,,"88","57",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-25",,,,,,,,"0.00",,,,"84","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-26",,,,,,,,"0.00",,,,"91","57",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-27",,,,,,,,"0.00",,,,"89","55",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-28",,,,,,,,"0.00",,,,"94","57",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-29",,,,,,,,"0.00",,,,"94","64",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-30",,,,,,,,"0.00",,,,"88","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-08-31",,,,,,,,"0.00",,,,"90","61",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-01",,,,,,,,"0.00",,,,"93","58",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-02",,,,,,,,"0.00",,,,"95","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-03",,,,,,,,"0.00",,,,"96","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-04",,,,,,,,"0.00",,,,"89","60",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-05",,,,,,,,"0.00",,,,"86","56",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-06",,,,,,,,"0.00",,,,"94","54",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-07",,,,,,,,"0.00",,,,"94","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-08",,,,,,,,"0.01",,,,"89","60",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-09",,,,,,,,"0.00",,,,"84","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-10",,,,,,,,"0.00",,,,"86","55",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-11",,,,,,,,"0.00",,,,"90","55",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-12",,,,,,,,"0.00",,,,"90","55",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-13",,,,,,,,"0.00",,,,"91","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-14",,,,,,,,"0.00",,,,"90","60",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-15",,,,,,,,"0.00",,,,"92","59",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-16",,,,,,,,"0.00",,,,"97","66",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-17",,,,,,,,"0.00",,,,"97","63",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-18",,,,,,,,"0.00",,,,"96","68",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-19",,,,,,,,"0.00",,,,"86","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-20",,,,,,,,"0.00",,,,"86","58",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-21",,,,,,,,"0.00",,,,"86","58",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-22",,,,,,,,"0.00",,,,"86","52",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-23",,,,,,,,"0.00",,,,"92","56",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-24",,,,,,,,"0.00",,,,"94","57",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-25",,,,,,,,"0.00",,,,"94","64",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-26",,,,,,,,"0.00",,,,"86","52",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-27",,,,,,,,"0.00",,,,"57","45",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-28",,,,,,,,"0.84",,,,"60","46",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-29",,,,,,,,"0.00",,,,"70","42",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-09-30",,,,,,,,"0.00",,,,"72","48",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-01",,,,,,,,"0.00","0.0","0.0",,"72","48",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-02",,,,,,,,"0.00","0.0","0.0",,"73","41",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-03",,,,,,,,"0.00","0.0","0.0",,"79","44",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-04",,,,,,,,"0.00","0.0","0.0",,"81","46",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-05",,,,,,,,"0.00","0.0","0.0",,"82","48",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-06",,,,,,,,"0.00","0.0","0.0",,"83","44",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-07",,,,,,,,"0.00","0.0","0.0",,"84","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-08",,,,,,,,"0.00","0.0","0.0",,"84","51",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-09",,,,,,,,"0.00","0.0","0.0",,"83","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-10",,,,,,,,"0.00","0.0","0.0",,"79","49",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-11",,,,,,,,"0.00","0.0","0.0",,"80","48",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-12",,,,,,,,"0.00","0.0","0.0",,"68","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-13",,,,,,,,"0.00","0.0","0.0",,"80","42",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-14",,,,,,,,"0.00","0.0","0.0",,"83","55",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-15",,,,,,,,"0.00","0.0","0.0",,"83","62",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-16",,,,,,,,"0.00","0.0","0.0",,"71","47",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-17",,,,,,,,"0.00","0.0","0.0",,"75","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-18",,,,,,,,"0.00","0.0","0.0",,"71","44",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-19",,,,,,,,"0.00","0.0","0.0",,"78","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-20",,,,,,,,"0.00","0.0","0.0",,"83","42",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-21",,,,,,,,"0.00","0.0","0.0",,"79","48",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-22",,,,,,,,"0.00","0.0","0.0",,"72","40",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-23",,,,,,,,"0.00","0.0","0.0",,"73","46",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-24",,,,,,,,"0.00","0.0","0.0",,"82","44",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-25",,,,,,,,"0.00","0.0","0.0",,"76","50",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-26",,,,,,,,"0.00","0.0","0.0",,"61","40",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-27",,,,,,,,"0.00","0.0","0.0",,"72","35",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-28",,,,,,,,"0.00","0.0","0.0",,"66","37",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-29",,,,,,,,"0.00","0.0","0.0",,"73","40",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-30",,,,,,,,"0.00","0.0","0.0",,"75","41",,,,,,,,,,,,,,,,,,,,
"USC00263512","HAWTHORNE, NV US","2014-10-31",,,,,,,,"0.00","0.0","0.0",,"74","40",,,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-01",,,,,,,,"0.00",,,,"110","84","98",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-02",,,,,,,,"0.00",,,,"113","87","100",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-03",,,,,,,,"0.00",,,,"110","84","88",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-04",,,,,,,,"0.00",,,,"108","79","85",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-05",,,,,,,,"0.00",,,,"105","78","85",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-06",,,,,,,,"0.00",,,,"105","76","90",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-07",,,,,,,,"0.00",,,,"108","79","82",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-08",,,,,,,,"0.00",,,,"108","82","87",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-09",,,,,,,,"0.00",,,,"108","80","86",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-10",,,,,,,,"0.30",,,,"101","75","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-11",,,,,,,,"0.00",,,,"99","71","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-12",,,,,,,,"0.00",,,,"105","75","87",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-13",,,,,,,,"0.00",,,,"109","82","91",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-14",,,,,,,,"0.00",,,,"115","82","85",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-15",,,,,,,,"0.00",,,,"103","69","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-16",,,,,,,,"0.00",,,,"103","82","95",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-17",,,,,,,,"0.00",,,,"109","82","88",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-18",,,,,,,,"0.00",,,,"110","69","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-19",,,,,,,,"0.00",,,,"110","83","89",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-20",,,,,,,,"0.00",,,,"103","76","88",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-21",,,,,,,,"0.00",,,,"105","82","92",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-22",,,,,,,,"0.00",,,,"106","77","87",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-23",,,,,,,,"0.00",,,,"106","79","90",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-24",,,,,,,,"0.00",,,,"110",,"95",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-25",,,,,,,,"0.00",,,,"108","87","92",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-26",,,,,,,,"0.00",,,,"110","82","88",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-27",,,,,,,,"0.00",,,,"110","82","94",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-28",,,,,,,,"0.31",,,,"106","72","77",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-29",,,,,,,,"0.18",,,,"101","76","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-30",,,,,,,,"0.00",,,,"105","83","89",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-07-31",,,,,,,,"0.00",,,,"107","72","89",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-01",,,,,,,,"0.00",,,,"111","82","89",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-02",,,,,,,,"0.01",,,,"108","71","93",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-03",,,,,,,,"0.00",,,,"106","70","75",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-04",,,,,,,,"0.68",,,,"82","63","68",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-05",,,,,,,,"0.00",,,,"90","68","77",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-06",,,,,,,,"0.00",,,,"100","74","84",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-08",,,,,,,,"0.00",,,,"105","76","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-09",,,,,,,,"0.00",,,,"105","77","86",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-10",,,,,,,,"0.00",,,,"106","80","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-11",,,,,,,,"0.00",,,,"102","74","84",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-12",,,,,,,,"0.05",,,,"106","76","90",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-13",,,,,,,,"0.00",,,,"105","72","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-14",,,,,,,,"0.00",,,,"99","77","85",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-15",,,,,,,,"0.94",,,,"97","68","84",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-16",,,,,,,,"0.00",,,,"104","73","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-17",,,,,,,,"0.00",,,,"105","78","86",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-18",,,,,,,,"0.00",,,,"112","79","84",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-19",,,,,,,,"0.00",,,,"99","74","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-20",,,,,,,,"0.00",,,,"90","74","78",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-21",,,,,,,,"0.00",,,,"94","73","78",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-22",,,,,,,,"0.00",,,,"95","67","74",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-23",,,,,,,,"0.00",,,,"96","72","90",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-24",,,,,,,,"0.00",,,,"101","76","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-25",,,,,,,,"0.00",,,,"101","74","82",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-26",,,,,,,,"0.00",,,,"96","75","82",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-27",,,,,,,,"0.00",,,,"97","72","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-28",,,,,,,,"0.00",,,,"98","70","80",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-29",,,,,,,,"0.00",,,,"104","73","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-30",,,,,,,,"0.00",,,,"105","79","87",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-08-31",,,,,,,,"0.00",,,,"109","80","87",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-01",,,,,,,,"0.00",,,,"106","81","88",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-02",,,,,,,,"0.00",,,,"107","81","87",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-03",,,,,,,,"0.00",,,,"107","79","85",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-04",,,,,,,,"0.00",,,,"105","77","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-05",,,,,,,,"0.00",,,,"104","73","82",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-06",,,,,,,,"0.00",,,,"101","76","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-07",,,,,,,,"0.00",,,,"104","80","86",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-08",,,,,,,,"0.01",,,,"97","71","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-09",,,,,,,,"0.00",,,,"99","69","81",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-10",,,,,,,,"0.00",,,,"100",,"75",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-11",,,,,,,,"0.00",,,,"97","70","76",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-12",,,,,,,,"0.00",,,,"101","70","80",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-13",,,,,,,,"0.00",,,,"102","70","79",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-14",,,,,,,,"0.00",,,,"104","77","82",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-15",,,,,,,,"0.00",,,,"105","75","83",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-16",,,,,,,,"0.00",,,,"106","77","90",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-17",,,,,,,,"0.00",,,,"100","72","79",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-19",,,,,,,,"0.00",,,,"99","72","80",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-20",,,,,,,,"0.00",,,,"100","74","82",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-21",,,,,,,,"0.25",,,,"101","66","73",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-22",,,,,,,,"0.00",,,,"91","69","76",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-23",,,,,,,,"0.00",,,,"98","70","72",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-24",,,,,,,,"0.00",,,,"97","67","80",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-25",,,,,,,,"0.00",,,,"99","72","84",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-26",,,,,,,,"0.00",,,,"102","71","85",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-27",,,,,,,,"0.60",,,,"97","63","67",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-09-28",,,,,,,,"0.00",,,,"86","58","70",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-01",,,,,,,,"0.00",,,,"87","63","71",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-02",,,,,,,,"0.00",,,,"85","58","65",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-04",,,,,,,,"0.00",,,,"91","65","74",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-05",,,,,,,,"0.00",,,,"94","63","72",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-06",,,,,,,,"0.00",,,,"93","64","71",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-07",,,,,,,,"0.00",,,,"98","67","77",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-09",,,,,,,,"0.00",,,,"90","64","69",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-11",,,,,,,,"0.00",,,,"90","62","70",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-12",,,,,,,,"0.00",,,,"90","65","71",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-13",,,,,,,,"0.00",,,,"90","58","70",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-15",,,,,,,,"0.00",,,,"90","70","76",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-16",,,,,,,,"0.00",,,,"91","62","74",,,,,,,,,,,,,,,,,,,
"USC00260125","ALAN BIBLE VISITOR CENTER, NV US","2014-10-17",,,,,,,,"0.00",,,,"90","59","66",,,,,,,,,,,,,,,,,,,
